"Time (s)";"X (m/s^2)";"Y (m/s^2)";"Z (m/s^2)"
3.459172750E0;9.800567856E-1;-4.929202795E-1;9.943751550E-1
3.469182750E0;7.179568058E-1;-5.089358032E-1;8.104796380E-1
3.479161750E0;4.814480424E-1;-5.653263509E-1;5.914230591E-1
3.489171750E0;3.856681649E-1;-5.865616840E-1;-6.228103280E-2
3.499181750E0;5.977048691E-1;-5.695959878E-1;-1.836511034E-1
3.509191750E0;7.806357417E-1;-4.347013074E-1;2.627621770E-2
3.519200750E0;7.919571206E-1;-2.393054867E-1;2.188951957E-1
3.529180750E0;6.773696740E-1;4.048366535E-1;3.853502226E-1
3.539189750E0;4.525818005E-2;1.291553459E0;4.485615474E-1
3.549199750E0;-9.123214701E-1;1.314241240E0;4.283956701E-1
3.559209750E0;-1.568981183E0;9.732982814E-1;-1.754778653E-1
3.569188750E0;-1.750643064E0;6.150639367E-1;-6.960531360E-1
3.579198750E0;-1.555329689E0;2.556461155E-1;-7.709203005E-1
3.589208750E0;-1.147781974E0;5.811898470E-2;-6.300100046E-1
3.599217750E0;-5.852454758E-1;-3.669654071E-2;-3.588214052E-1
3.609227750E0;-1.256762525E-1;1.788546324E-2;9.612822533E-3
3.619206750E0;1.208249639E-1;2.078041971E-2;2.644257098E-1
3.629216750E0;2.260163735E-1;1.090125650E-1;1.515984213E-1
3.639226750E0;1.387990125E-1;2.498456776E-2;-5.305061817E-2
3.649236750E0;1.310346410E-1;-1.784277856E-2;1.026654124E-2
3.659245750E0;1.072448055E-1;-7.012448788E-2;2.437172109E-1
3.669225750E0;8.129500866E-2;-1.281025547E-1;4.181519330E-1
3.679234750E0;5.204606652E-2;-9.810926199E-2;4.027415961E-1
3.689244750E0;-1.432860196E-3;3.345192075E-3;2.174953723E-1
3.699254750E0;-1.150916228E-1;-3.497687459E-2;6.748271585E-2
3.709233750E0;-1.022792038E-1;-9.573061466E-3;8.672414839E-2
3.719243750E0;-2.554417554E-1;2.542047769E-1;9.068037450E-2
3.729253750E0;-1.281066477E-1;1.582478750E-1;3.065461278E-1
3.739263750E0;7.242375925E-2;-4.426400721E-2;5.003772336E-1
3.749272750E0;8.630197942E-3;8.679606915E-3;4.309625977E-1
3.759252750E0;-1.606982969E-1;1.180564535E-1;2.824532604E-1
3.769261750E0;-1.664352925E-1;6.157702804E-2;2.538592064E-1
3.779271750E0;1.143960965E-1;-3.344841242E-2;1.715081906E-1
