"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)"
4.988968750E0;4.753699780E0;-8.731699944E0;7.763199806E0
5.008823438E0;1.162069988E1;-1.190619946E1;1.481369972E1
5.028675000E0;1.668630028E1;-1.549589920E1;-5.903999805E-1
5.048534375E0;2.098880005E1;-1.678489876E1;1.759999990E0
5.068379688E0;1.922539902E1;-7.028800011E0;-3.203139877E1
5.088232813E0;1.405469990E1;3.788100004E0;-2.679019928E1
5.108084375E0;7.259099960E0;5.888899803E0;2.253299952E0
5.127937500E0;5.796499729E0;1.083489990E1;-4.512399673E0
5.147793750E0;6.598700047E0;1.305169964E1;-4.849699974E0
5.167643750E0;4.917699814E0;1.388319969E1;-5.241399765E0
5.187495313E0;3.901399851E0;1.307129955E1;-2.519999981E0
5.207348438E0;4.384799957E0;1.210299969E1;-1.404899955E0
5.227201563E0;6.972599983E0;1.135739994E1;-4.043999910E-1
5.247053125E0;9.659799576E0;7.961799622E0;-3.152000010E-1
5.266906250E0;1.314680004E1;-5.688799858E0;4.468800068E0
5.286759375E0;1.142079926E1;-3.628619766E1;3.629499912E0
5.306612500E0;-2.505199909E0;-6.889929962E1;7.940199852E0
5.326464063E0;-2.800899982E0;-3.247699738E1;-9.387800217E0
5.346317188E0;2.092099905E0;-7.274299622E0;-1.544649982E1
5.366168750E0;-1.242699981E0;-1.957999915E-1;-7.115200043E0
5.386023438E0;-7.917199612E0;4.981999993E-1;3.550099850E0
5.405875000E0;-1.020339966E1;4.302099705E0;1.232949924E1
5.425728125E0;-1.003759956E1;1.022009945E1;1.382109928E1
5.445579688E0;-9.640399933E0;1.413959980E1;1.312099934E1
5.465432813E0;-1.087469959E1;1.527579975E1;9.634300232E0
5.485284375E0;-1.358599949E1;1.591939926E1;7.637499809E0
5.505137500E0;-1.284809971E1;1.473740005E1;6.383000016E-1
5.524990625E0;-9.251199722E0;1.304619980E1;-4.176399708E0
5.544842188E0;-4.163899899E0;6.900799751E0;-9.084699631E0
5.564696875E0;7.787699699E0;4.377000034E-1;-2.953109932E1
5.584548438E0;1.211569977E1;3.655999899E0;3.092309952E1
5.604400000E0;2.742100000E0;4.583199978E0;7.372999668E0
5.624253125E0;-4.698800087E0;2.694000006E-1;6.395499706E0
5.644106250E0;-7.673199654E0;-5.731299877E0;8.327199936E0
5.663959375E0;-1.159980011E1;-1.851749992E1;5.136799812E0
5.683812500E0;-1.189299965E1;-2.132869911E1;4.124000072E0
5.703665625E0;-6.863899708E0;-1.723040009E1;2.962599993E0
5.723517188E0;-2.304399967E0;-1.336149979E1;1.937199950E0
5.743370313E0;4.280099869E0;-1.449059963E1;2.427000046E0
5.763221875E0;1.216829967E1;-1.833580017E1;6.078099728E0
5.783075000E0;1.713430023E1;-1.449179935E1;2.907899857E0
5.802926563E0;1.518909931E1;-7.366999626E0;-1.915200043E1
5.822779688E0;1.390509987E1;2.736099958E0;-3.021899986E1
5.842634375E0;9.115099907E0;7.693199635E0;-4.816999733E-1
5.862484375E0;9.198900223E0;9.716699600E0;-2.980799913E0
5.882337500E0;9.099999428E0;1.152979946E1;-4.265399933E0
5.902190625E0;8.375199318E0;1.380299950E1;-4.395699978E0
5.922043750E0;6.332799911E0;1.505219936E1;-3.110399961E0
5.941895313E0;5.632199764E0;1.413169956E1;-2.974400043E0
5.961757813E0;6.625999928E0;1.322550011E1;-3.003199816E0
5.981607813E0;7.911999702E0;1.208199978E1;-1.722799897E0
6.001453125E0;8.598799706E0;8.961899757E0;-1.316999912E0
6.021306250E0;8.000900269E0;2.329699993E0;2.721499920E0
6.041159375E0;1.130389977E1;-1.489209938E1;2.485999823E0
6.061012500E0;1.413800001E0;-5.770609665E1;7.997999668E0
6.080864063E0;-2.180599928E0;-6.531129456E1;4.352999926E-1
6.100717188E0;8.544099808E0;-2.110109901E1;-2.055220032E1
6.120570313E0;3.195199966E0;-2.569299936E0;-1.873189926E1
6.140421875E0;-2.318300009E0;1.606499910E0;-4.451099873E0
6.160275000E0;-6.244799614E0;4.329899788E0;5.213099957E0
6.180128125E0;-7.305999756E0;7.991799831E0;1.151169968E1
6.199979688E0;-7.141799927E0;1.269619942E1;1.114050007E1
6.219832813E0;-6.926799774E0;1.485879993E1;8.461199760E0
6.239685938E0;-7.323999882E0;1.562019920E1;9.388299942E0
6.259537500E0;-8.555999756E0;1.525099945E1;8.884099960E0
6.279390625E0;-9.832799911E0;1.324370003E1;1.140599966E0
6.299243750E0;-8.391499519E0;1.183720016E1;-4.739500046E0
6.319095313E0;-2.552999973E0;5.375599861E0;-1.776020050E1
6.338957813E0;1.246949959E1;3.082000017E-1;3.012929916E1
6.358801563E0;3.829999864E-1;-2.356400013E0;2.069639969E1
6.378654688E0;-1.042119980E1;-2.206199884E0;6.061500072E0
6.398506250E0;-1.238119984E1;-9.639999866E-1;5.781300068E0
6.418359375E0;-1.189599991E1;-6.735499859E0;1.016790009E1
6.438212500E0;-9.097799301E0;-2.301689911E1;6.327300072E0
6.458064063E0;-7.858399868E0;-3.253239822E1;7.031199932E0
6.477917188E0;-1.662999988E0;-2.569999886E1;5.684499741E0
6.497770313E0;3.903999805E0;-1.908250046E1;1.135800004E0
6.517621875E0;5.721399784E0;-2.037159920E1;1.267719936E1
6.537475000E0;2.694969940E1;-1.664899945E0;-5.342009735E1
6.557328125E0;1.551859951E1;1.292199969E0;-8.397199631E0
6.577181250E0;1.022649956E1;5.504099846E0;-3.666199923E0
6.597034375E0;5.902400017E0;1.062669945E1;1.981899977E0
6.616885938E0;3.152899981E0;1.577659988E1;5.088799953E0
6.636737500E0;6.494299889E0;1.583279991E1;-4.127699852E0
6.656590625E0;1.039779949E1;1.548139954E1;-2.396759987E1
6.676443750E0;1.016599941E1;1.330259991E1;-9.133799553E0
6.696296875E0;1.198670006E1;1.046299934E1;-1.066189957E1
6.716148438E0;8.953299522E0;8.469699860E0;-3.094799995E0
6.736001563E0;5.913199902E0;6.313600063E0;-2.727599859E0
6.755853125E0;1.379869938E1;-6.398999691E-1;-1.971599936E0
6.775706250E0;2.459359932E1;-2.906799889E1;1.473359966E1
6.795560938E0;8.609799385E0;-6.779519653E1;-1.775200009E0
6.815412500E0;-6.127899647E0;-5.701639938E1;-1.205799937E0
6.835264063E0;-4.561399937E0;-1.976099968E1;-2.133899879E1
6.855120313E0;-7.095900059E0;-5.476899624E0;-1.080529976E1
6.874970313E0;-7.855199814E0;-1.466999948E-1;-2.675499916E0
6.894821875E0;-7.818499565E0;4.223599911E0;5.921799660E0
6.914675000E0;-9.385000229E0;8.431300163E0;1.160799980E1
6.934528125E0;-9.501399994E0;1.097970009E1;1.282319927E1
6.954379688E0;-9.770500183E0;1.251909924E1;1.181499958E1
6.974234375E0;-7.918799877E0;1.492369938E1;8.593299866E0
6.994085938E0;-8.565999985E0;1.565709972E1;-1.467599988E0
7.013937500E0;-6.260799885E0;1.513679981E1;-6.983699799E0
7.033790625E0;1.605499983E0;1.246409988E1;-1.058189964E1
7.053643750E0;9.462299347E0;6.327300072E0;-1.565639973E1
7.073496875E0;8.524799347E0;1.975899935E0;8.940599442E0
7.093348438E0;6.442499638E0;3.616899967E0;9.980199814E0
7.113201563E0;1.570999920E-1;1.655599952E0;2.279599905E0
7.133054688E0;-2.460299969E0;-1.601070023E1;2.791199923E0
7.152906250E0;-1.369329929E1;-2.058860016E1;-1.937399983E0
7.172759375E0;-1.440849972E1;-6.526199818E0;-3.918099880E0
7.192612500E0;-1.158309937E1;-7.708699703E0;1.051399946E0
7.212465625E0;-7.381099701E0;-1.231899929E1;8.609700203E0
7.232317188E0;-3.743399858E0;-1.583539963E1;8.057499886E0
7.252170313E0;1.636699915E0;-1.989399910E1;5.466000080E0
7.272023438E0;7.189799786E0;-2.310949898E1;1.514989948E1
7.291875000E0;1.239929962E1;-1.963799858E1;-3.046999931E0
7.311728125E0;1.493869972E1;-4.728899956E0;-4.641460037E1
7.331581250E0;1.402289963E1;2.535199881E0;-2.228030014E1
7.351432813E0;1.179679966E1;5.547899723E0;-2.667699814E0
7.371285938E0;1.294649982E1;7.660699844E0;1.295699954E0
7.391139063E0;1.222270012E1;1.161689949E1;-2.610999942E-1
7.410990625E0;7.520199776E0;1.393389988E1;-2.976000011E-1
7.430843750E0;6.748999596E0;1.354479980E1;-3.836299896E0
7.450696875E0;6.626899719E0;1.205799961E1;-4.191299915E0
7.470550000E0;7.624599934E0;1.186880016E1;-4.018399715E0
7.490401563E0;8.862199783E0;1.194110012E1;-2.936499834E0
7.510254688E0;9.441599846E0;1.144069958E1;-1.239599943E0
7.530107813E0;8.291399956E0;8.552399635E0;-3.718000054E-1
7.549960938E0;1.156969929E1;4.710499763E0;2.920500040E0
7.569814063E0;1.721789932E1;-2.392440033E1;-1.779099941E0
7.589665625E0;7.766599655E0;-5.587919998E1;-8.107099533E0
7.609517188E0;-1.522789955E1;-6.899929810E1;2.960799932E0
7.629370313E0;-5.670899868E0;-2.515259933E1;-5.600800037E0
7.649223438E0;-3.169399977E0;-2.763299942E0;-9.895599365E0
7.669076563E0;-9.348999858E-1;5.518799782E0;-3.524099827E0
7.688928125E0;-3.163399935E0;8.088500023E0;2.123299837E0
7.708781250E0;-6.512699604E0;9.808400154E0;7.820399761E0
7.728634375E0;-6.757299900E0;1.265899944E1;7.949499607E0
7.748485938E0;-5.658999920E0;1.481299973E1;7.669199944E0
7.768339063E0;-4.592299938E0;1.501690006E1;8.784099579E0
7.788192188E0;-5.074800014E0;1.496389961E1;9.440799713E0
7.808045313E0;-5.949699879E0;1.390419960E1;6.411999702E0
7.827903125E0;-4.120399952E0;1.316889954E1;-6.277999878E0
7.847750000E0;5.381999612E-1;3.058399916E0;-3.207830048E1
7.867603125E0;5.061899662E0;3.748699903E0;6.989199638E0
7.887454688E0;3.249999881E-1;5.114399910E0;1.859809875E1
7.907307813E0;-5.166999817E0;4.488999844E-1;1.244869995E1
7.927160938E0;-7.325699806E0;-6.224400043E0;1.257389927E1
7.947014063E0;-8.218500137E0;-2.043770027E1;9.474999428E0
