"Time (s)"	"X (hPa)"
4.424029252E2	9.706371307E2
4.433555682E2	9.706356812E2
4.443081532E2	9.706356812E2
4.452607692E2	9.706362152E2
4.462132482E2	9.706364441E2
4.471658132E2	9.706373596E2
4.481183502E2	9.706373596E2
4.490709922E2	9.706370544E2
4.500236822E2	9.706365967E2
4.509763892E2	9.706365204E2
4.519290732E2	9.706365204E2
4.528817072E2	9.706377411E2
4.538343832E2	9.706400299E2
4.547871822E2	9.706408691E2
4.557399462E2	9.706433105E2
4.566928362E2	9.706445312E2
4.576458392E2	9.706445312E2
4.585989072E2	9.706427002E2
4.595519642E2	9.706421661E2
4.605051312E2	9.706390381E2
4.614582262E2	9.706378937E2
4.624113392E2	9.706364441E2
4.633645262E2	9.706364441E2
4.643176962E2	9.706369019E2
4.652708092E2	9.706407166E2
4.662239492E2	9.706421661E2
4.671772052E2	9.706435394E2
4.681303372E2	9.706463623E2
4.690835032E2	9.706463623E2
4.700367972E2	9.706463623E2
4.709901422E2	9.706452179E2
4.719434922E2	9.706444550E2
4.728968142E2	9.706423950E2
4.738501282E2	9.706393433E2
4.748034542E2	9.706381989E2
4.757566202E2	9.706375122E2
4.767096672E2	9.706375122E2
4.776629442E2	9.706389618E2
4.786167882E2	9.706391907E2
4.795705632E2	9.706391907E2
4.805244582E2	9.706388092E2
4.814784752E2	9.706377411E2
4.824324482E2	9.706359863E2
4.833864732E2	9.706339264E2
4.843403602E2	9.706336975E2
4.852943412E2	9.706336975E2
4.862482952E2	9.706352234E2
4.872022202E2	9.706360626E2
4.881562062E2	9.706376648E2
4.891101592E2	9.706393433E2
4.900641962E2	9.706427765E2
4.910182092E2	9.706455994E2
4.919722842E2	9.706489563E2
4.929263992E2	9.706524658E2
4.938806002E2	9.706548309E2
4.948346862E2	9.706555939E2
4.957888892E2	9.706557465E2
4.967430932E2	9.706567383E2
4.976972662E2	9.706580353E2
4.986513982E2	9.706604767E2
4.996055532E2	9.706626129E2
5.005596762E2	9.706639862E2
5.015139052E2	9.706639862E2
5.024680702E2	9.706631470E2
5.034217952E2	9.706612396E2
5.043756072E2	9.706605530E2
5.053293522E2	9.706586456E2
5.062831492E2	9.706568146E2
5.072369592E2	9.706562042E2
5.081907702E2	9.706554413E2
5.091445502E2	9.706541443E2
5.100984642E2	9.706538391E2
5.110523902E2	9.706537628E2
5.120063162E2	9.706537628E2
5.129602782E2	9.706537628E2
5.139143262E2	9.706537628E2
5.148683172E2	9.706541443E2
5.158222742E2	9.706551361E2
5.167762322E2	9.706557465E2
5.177304632E2	9.706565094E2
5.186844432E2	9.706580353E2
5.196385042E2	9.706603241E2
5.205925882E2	9.706618500E2
5.215467132E2	9.706634521E2
5.225007912E2	9.706649780E2
5.234548882E2	9.706668854E2
5.244089792E2	9.706671906E2
5.253630292E2	9.706680298E2
5.263171412E2	9.706707001E2
5.272712232E2	9.706752777E2
5.282253662E2	9.706758118E2
5.291795352E2	9.706764221E2
5.301336592E2	9.706764221E2
5.310878022E2	9.706735992E2
5.320420002E2	9.706654358E2
5.329962052E2	9.706570435E2
5.339504652E2	9.706503296E2
5.349047282E2	9.706408691E2
5.358590502E2	9.706318665E2
5.368133712E2	9.706237030E2
5.377677552E2	9.706190491E2
5.387220402E2	9.706153870E2
5.396763002E2	9.706131744E2
5.406306672E2	9.706131744E2
5.415851472E2	9.706133270E2
5.425396342E2	9.706135559E2
5.434940522E2	9.706140137E2
5.444484742E2	9.706154633E2
5.454030532E2	9.706178284E2
5.463574952E2	9.706196594E2
5.473118552E2	9.706229401E2
5.482663352E2	9.706233215E2
5.492209932E2	9.706233215E2
5.501756832E2	9.706232452E2
5.511301192E2	9.706224823E2
5.520845462E2	9.706212616E2
5.530390462E2	9.706212616E2
5.539934952E2	9.706214905E2
5.549479052E2	9.706240845E2
5.559023412E2	9.706262207E2
5.568568552E2	9.706275177E2
5.578112492E2	9.706278992E2
5.587652672E2	9.706294250E2
5.597192772E2	9.706309509E2
5.606734452E2	9.706339264E2
5.616276482E2	9.706370544E2
5.625818232E2	9.706397247E2
5.635359382E2	9.706414032E2
5.644900842E2	9.706414032E2
5.654443162E2	9.706413269E2
5.663984882E2	9.706413269E2
5.673526602E2	9.706417847E2
5.683068752E2	9.706425476E2
5.692611392E2	9.706425476E2
5.702154302E2	9.706421661E2
5.711696902E2	9.706418610E2
5.721240782E2	9.706406403E2
5.730784942E2	9.706381226E2
5.740329682E2	9.706337738E2
5.749874622E2	9.706317139E2
5.759419382E2	9.706282806E2
5.768964472E2	9.706263733E2
5.778508802E2	9.706262970E2
5.788053162E2	9.706250000E2
5.797597642E2	9.706257629E2
