"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
3.582920465E2;3.173514366E0;-7.366958618E0;-5.767632008E0
3.583052325E2;1.091396809E1;-1.975815010E1;8.738835901E-2
3.583198345E2;1.395699883E1;-2.766978836E1;2.100912094E0
3.583301635E2;1.476743603E1;-3.550481415E1;6.212953329E-1
3.583499665E2;8.480262756E0;-3.922181320E1;-8.678981066E-1
3.583603345E2;2.697068214E0;-3.922181320E1;-9.373299479E-1
3.583798355E2;3.993528366E0;-2.825277710E1;-6.132747650E0
3.583899425E2;5.892130375E0;-2.169505882E1;-2.135627985E0
3.583999835E2;6.526593685E0;-1.608783913E1;1.024718285E0
3.584198645E2;9.724050522E0;-8.313865662E0;5.995080948E0
3.584300135E2;1.182735634E1;-6.691793919E0;5.993884087E0
3.584405745E2;6.473921299E0;-8.026560783E0;1.926135302E0
3.584598865E2;-1.721431017E0;-8.966285706E0;3.839102507E0
3.584724255E2;-2.979583979E0;-7.532158375E0;5.613205910E0
3.584900285E2;-2.045845270E0;-6.691793799E-1;9.411606789E0
3.585121225E2;2.896983922E-1;4.946420670E0;8.431180954E0
3.585297955E2;9.097966552E-2;7.841010571E0;3.333925962E0
3.585397985E2;-3.435679376E-1;8.973467827E0;2.864662409E0
3.585501635E2;-1.108515382E0;8.967482567E0;1.947683096E0
3.585609425E2;-2.546233416E0;7.485471725E0;1.885433793E0
3.585798365E2;-5.319916248E0;4.216189384E0;1.115697980E0
3.585898525E2;-6.564900875E0;1.971625090E0;-1.775300503E0
3.586100585E2;-4.803965569E0;-5.110423565E0;-3.216969299E1
3.586300295E2;2.145204782E0;-5.380968094E0;-1.717959404E1
3.586400905E2;-3.134010077E0;-4.900930882E0;1.738190460E1
3.586599335E2;-3.342305660E0;-1.209191608E1;1.640985870E1
3.586798015E2;-2.196680069E0;-1.741302872E1;2.073737717E1
3.586999765E2;-3.593696833E0;-2.457767677E1;1.996644592E1
3.587100775E2;-3.276464939E0;-2.870408440E1;1.396298409E1
3.587299835E2;1.898601890E0;-2.954085732E1;2.522291422E0
3.587498875E2;5.197812080E0;-3.055001450E1;1.623268723E0
3.587600015E2;7.691372871E0;-3.049853897E1;2.313995838E0
3.587700455E2;8.791508675E0;-3.416166687E1;2.969648170E1
3.587903375E2;3.015497017E1;-2.820728683E1;-3.464290237E1
3.588011205E2;2.833178520E1;-1.934155846E1;-3.881479645E1
3.588198695E2;1.204283428E1;-1.183214474E1;-6.993463039E0
3.588299285E2;1.714248419E0;-1.024598598E1;-5.297171116E0
3.588498055E2;1.771709204E0;-2.772485495E0;-1.605910873E1
3.588600635E2;3.603273630E0;-4.177882075E-1;-7.867346764E0
3.588800825E2;5.814318657E0;1.703474522E0;2.189497471E0
3.589001145E2;6.203376770E0;1.612494826E0;-5.723339081E0
3.589102755E2;6.702567577E0;2.634819031E0;-1.370800209E1
3.589299335E2;5.828683853E0;3.758896589E0;-2.006101608E1
3.589400855E2;1.339555860E0;2.584540844E0;-1.001015759E1
3.589599125E2;-2.768894196E0;-2.035071403E-1;-3.326743364E0
3.589700225E2;-3.289633036E0;-1.438915253E0;-4.940435410E0
3.589899755E2;-1.912967205E0;-3.882198095E0;-8.445546150E0
3.590099675E2;2.809595585E0;-6.080075264E0;-3.458424330E0
3.590200275E2;6.046556473E0;-8.991424561E0;1.514332533E0
3.590303485E2;1.335964584E1;-2.158492470E1;2.181117773E0
3.590501145E2;1.737951088E1;-3.590703964E1;-2.155978680E0
3.590603325E2;1.403720474E1;-3.920624924E1;-2.410961151E0
3.590799545E2;3.232172430E-1;-3.912125397E1;-8.870517015E-1
3.590998985E2;2.673126221E0;-2.682822800E1;-5.582081318E0
3.591101465E2;5.339069843E0;-2.132874489E1;-1.972822189E0
3.591298855E2;7.088034153E0;-1.304480839E1;3.566163540E0
3.591400255E2;8.834604263E0;-1.032738876E1;5.714959621E0
3.591500875E2;9.641449928E0;-9.258378029E0;5.598840714E0
3.591601015E2;8.583212852E0;-9.204508781E0;4.370615005E0
3.591807665E2;7.613561153E-1;-9.370905876E0;1.410184860E0
3.591999355E2;-2.166752577E0;-6.494272232E0;3.597288132E0
3.592099735E2;-2.027888775E0;-3.329137564E0;5.710171223E0
3.592201775E2;-1.707065821E0;2.907757998E0;8.175002098E0
3.592398795E2;-3.411737382E-1;6.397306919E0;8.701725960E0
3.592502215E2;-1.107318282E0;7.803900242E0;7.559691906E0
3.592699215E2;-1.410184860E0;9.870096207E0;-1.577778935E0
3.592900275E2;-3.402160645E0;7.164648533E0;-2.323572636E0
