"Time (s)";"X (m/s^2)";"Y (m/s^2)";"Z (m/s^2)"
3.380274417E0;8.356971588E0;-5.379064178E0;1.364263000E0
3.390284417E0;8.904832306E0;-5.174589386E0;1.783241730E0
3.400263417E0;8.627908173E0;-5.152435455E0;1.516346741E0
3.410273417E0;7.038213959E0;-5.280868378E0;-1.344204712E-1
3.420283417E0;5.911357269E0;-5.710175629E0;-2.476749573E0
3.430262417E0;4.804259491E0;-6.664740601E0;-3.919449463E0
3.440272417E0;2.604583740E-2;-9.406738586E0;-1.254092102E0
3.450282417E0;2.132166138E0;-8.834628296E0;-1.954186249E0
3.460261417E0;4.050726471E0;-8.667575684E0;-2.399510193E-1
3.470271417E0;3.451672211E0;-8.991801453E0;4.843927002E-1
3.480280417E0;2.637964325E0;-8.845256195E0;1.651066589E-1
3.490290417E0;1.885628815E0;-8.759634247E0;-3.342549133E-1
3.500269417E0;1.509760437E0;-8.862021332E0;-6.541397095E-1
3.510279417E0;-7.291337585E-1;-1.007165588E1;-8.991801453E-1
3.520289417E0;-2.413131866E0;-1.173140442E1;-2.302212524E-1
3.530268417E0;-1.593436432E0;-1.238374786E1;2.173480225E-1
3.540278417E0;2.064207458E-1;-1.195997910E1;-7.858657837E-2
3.550288417E0;1.668580170E0;-1.097053665E1;-6.791377258E-1
3.560267417E0;2.358944550E0;-9.734556885E0;-1.266815643E0
3.570277417E0;2.302212524E0;-8.385412445E0;-1.299747162E0
3.580287417E0;1.093326416E0;-6.800657959E0;-3.457809448E-2
3.590296417E0;1.204994202E-1;-4.759352875E0;1.057850189E0
3.600276417E0;1.631157990E0;-3.542233887E0;8.821156311E-1
3.610285417E0;3.609893188E0;-3.389850769E0;5.815406799E-1
3.620295417E0;4.364773407E0;-5.198090515E0;-6.230044556E-1
3.630274417E0;4.164340210E0;-7.718549194E0;-2.003433838E0
3.640284417E0;5.420228577E0;-9.203910370E0;-3.256927185E0
3.650294417E0;5.666316833E0;-1.004920258E1;-3.510350189E0
3.660304417E0;5.191653900E0;-1.061367874E1;-2.505190430E0
3.670283417E0;3.225043488E0;-1.143681702E1;-1.384920044E0
3.680293417E0;1.495240631E0;-1.184037781E1;-7.141648865E-1
3.690302417E0;3.028053131E0;-1.014006363E1;-4.980143738E-1
3.700282417E0;3.244353333E0;-9.377698975E0;-9.216334534E-1
3.710291417E0;3.071163483E0;-9.074130249E0;-1.109941864E0
3.720301417E0;3.569926300E0;-8.637637939E0;-8.044271851E-1
3.730280417E0;3.658092957E0;-8.512049103E0;-4.772076416E-1
3.740290417E0;3.359913025E0;-8.753796387E0;-4.441264343E-1
3.750300417E0;3.204386444E0;-9.039552155E0;-6.659651184E-1
3.760310417E0;3.192111969E0;-9.539362793E0;-1.129700775E0
3.770289417E0;3.454366608E0;-9.755064240E0;-1.221909027E0
3.780299417E0;3.445085907E0;-1.011581406E1;-8.451425171E-1
3.790309417E0;3.188968506E0;-1.060454773E1;-7.316784668E-1
3.800288417E0;3.166365509E0;-1.058703415E1;-6.767427063E-1
3.810298417E0;3.563339996E0;-9.312135315E0;-8.460406494E-1
3.820307417E0;3.498225403E0;-7.865842896E0;-9.276210022E-1
3.830317417E0;3.249442749E0;-7.870183868E0;-1.098715210E0
3.840296417E0;2.875969391E0;-8.900042267E0;-1.168619843E0
3.850306417E0;2.500101013E0;-9.520651703E0;-6.634204102E-1
3.860316417E0;2.493215332E0;-9.506580963E0;-3.435356140E-1
3.870295417E0;2.910697174E0;-9.007818146E0;1.600172424E-1
3.880305417E0;2.846630402E0;-8.779842224E0;3.011737061E-1
3.890315417E0;2.384092255E0;-8.566835175E0;-1.842668152E-1
3.900294417E0;2.431842957E0;-7.898475037E0;-5.777984619E-2
3.910304417E0;2.549647980E0;-7.416627045E0;5.800437927E-1
3.920313417E0;1.938768311E0;-8.102949829E0;-8.050259399E-1
3.930323417E0;1.501527557E0;-8.875942383E0;-2.680026855E0
3.940302417E0;1.771416321E0;-8.856333160E0;-2.585872650E0
3.950312417E0;2.357297974E0;-9.029223633E0;-1.603615265E0
3.960322417E0;2.134561157E0;-9.427844696E0;-6.432124329E-1
3.970301417E0;1.854792938E0;-9.778116302E0;-5.209167480E-2
3.980311417E0;1.589993591E0;-1.043644730E1;-3.698808289E-1
3.990321417E0;1.052162018E0;-1.124611359E1;-1.205443268E0
4.000331417E0;8.922944641E-1;-1.174472672E1;-1.145418091E0
4.010310417E0;1.030457153E0;-1.152079239E1;-3.959266663E-1
4.020320417E0;8.635542297E-1;-1.097951797E1;-3.221301270E-1
4.030329417E0;8.946894836E-1;-1.011746063E1;-4.881349182E-1
4.040309417E0;1.034798126E0;-9.522897034E0;-6.707551575E-1
