"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
1.056319391E2;2.623728991E0;1.856531024E0;1.720819092E1
1.056438500E2;1.515050828E-1;-5.715150833E-1;1.115459538E1
1.056557609E2;-7.226658612E-2;-4.722581863E0;1.109479809E1
1.056676734E2;-2.325698614E0;-7.937793732E0;1.206660461E1
1.056795859E2;-5.115231037E0;-1.311285114E1;1.471390152E1
1.056914969E2;-4.564909458E0;-2.471207809E1;1.145150471E1
1.057034234E2;-4.155587196E0;-3.448816681E1;6.845147133E0
1.057153203E2;-1.564457655E0;-4.021041870E1;4.119472980E0
1.057272328E2;2.011148453E0;-4.105481339E1;3.416496992E0
1.057391422E2;5.186482430E0;-3.775065231E1;3.145195723E0
1.057510562E2;6.051344872E0;-3.380275726E1;4.299162388E0
1.057629672E2;1.010300446E1;-2.936994934E1;-2.583599472E1
1.057748797E2;1.412387466E1;-2.187044907E1;-3.091806030E1
1.057867906E2;1.080081844E1;-2.030235100E1;-5.266803265E0
1.057987016E2;8.380471230E0;-1.671409416E1;5.277959824E0
1.058106141E2;5.053671360E0;-1.368563938E1;6.661741734E0
1.058225250E2;2.060718060E0;-1.132080078E1;-3.330382586E0
1.058344375E2;4.135140419E0;-8.185488701E0;-1.063281250E1
1.058463484E2;7.122012615E0;-4.094008446E0;-1.035606194E1
1.058582594E2;7.626078129E0;-4.458865225E-1;-1.219175434E1
1.058701703E2;8.253561020E0;1.605762362E0;-1.460122108E1
1.058820828E2;8.384388924E0;1.259148955E0;-1.044693661E1
1.058939953E2;6.664796829E0;-3.896706700E-1;-6.507123947E0
1.059059062E2;5.421669960E0;5.775005817E-1;-1.416273689E1
1.059178172E2;1.507418036E0;-4.940100014E-1;-1.156726933E1
1.059297297E2;3.789542243E-2;-1.466975212E0;-2.140598297E0
1.059416406E2;-6.619488448E-2;-1.020954609E0;-1.095874071E0
1.059535516E2;-6.338122487E-1;9.423578158E-3;-3.710131645E0
1.059654656E2;-1.961904615E-1;9.476824999E-1;-2.708809376E0
1.059773750E2;1.226808071E0;1.187389970E0;-6.051871181E-1
1.059892875E2;3.009233952E0;1.192092180E0;-9.224762917E-1
1.060011984E2;4.595909595E0;2.935099900E-1;-7.671980262E-1
1.060131125E2;5.539435387E0;-2.453367233E0;2.888556421E-1
1.060250281E2;7.841441631E0;-5.761818886E0;-2.371121496E-1
1.060369328E2;1.352313042E1;-1.308960819E1;-2.515549421E0
1.060488453E2;1.587572193E1;-2.163571167E1;7.982172966E-1
1.060607734E2;1.313951302E1;-3.014714622E1;5.369878292E0
1.060726688E2;6.176628590E0;-4.006111145E1;5.071244717E0
