"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)"
2.892700062E0;-1.479864717E-1;1.640626907E0;-1.916371584E-1
2.904612562E0;-1.043357849E-1;1.318037748E0;-3.300417587E-2
2.916523500E0;1.384046115E-2;8.975006342E-1;8.517206460E-2
2.928436000E0;1.192408949E-1;8.985652924E-1;1.213701963E-1
2.940348500E0;9.262461960E-2;9.368927479E-1;5.962044746E-2
2.952257875E0;2.342231758E-2;7.633546591E-1;-8.091346174E-2
2.964170375E0;4.790928960E-2;4.609938264E-1;-1.554390192E-1
2.976081312E0;1.064650863E-1;4.013733566E-1;-1.149822921E-1
2.987996937E0;1.927018017E-1;6.451784372E-1;-6.281439960E-2
2.999904750E0;2.246413231E-1;9.251815677E-1;-4.790928960E-2
3.011815687E0;1.756673902E-1;9.358280897E-1;-6.281439960E-2
3.023728187E0;1.022064835E-1;7.239625454E-1;-2.129301615E-2
3.035645375E0;1.043357849E-1;3.822096586E-1;4.790928960E-2
3.047550062E0;1.724734306E-1;-6.600835174E-2;4.790928960E-2
3.059471937E0;1.735380888E-1;-1.682148278E-1;6.281439960E-2
3.071379750E0;1.479864717E-1;8.197811246E-2;8.623671532E-2
3.083286000E0;1.650208831E-1;2.576455176E-1;1.011418328E-1
3.095198500E0;1.948311031E-1;2.746799290E-1;1.298874021E-1
3.107107875E0;2.182534188E-1;4.546059072E-1;1.948311031E-1
3.119020375E0;2.310292274E-1;6.707300544E-1;2.863910794E-1
3.130931312E0;1.884431988E-1;8.346862793E-1;3.119426966E-1
3.142843812E0;3.832742944E-2;1.220089912E0;1.809906363E-1
3.154754750E0;-3.300417587E-2;1.144499660E0;-1.064650808E-2
3.166665687E0;-1.256287992E-1;1.063586235E0;-2.981022373E-2
3.178578187E0;-1.511804163E-1;8.943067193E-1;7.452555746E-2
3.190490687E0;-4.471533373E-2;6.483723521E-1;2.267706245E-1
3.202401625E0;6.281439960E-2;6.185621619E-1;2.267706245E-1
3.214325062E0;1.000771821E-1;7.729365230E-1;1.948311031E-1
3.226229750E0;7.984881103E-2;1.041228533E0;1.820552945E-1
3.238136000E0;2.661627159E-2;1.492640495E0;1.128529906E-1
3.250048500E0;6.387905218E-3;1.949375629E0;6.387905031E-2
3.261959437E0;6.707300246E-2;2.089909554E0;9.475392103E-2
3.273876625E0;1.266934574E-1;1.784354806E0;2.235766798E-1
3.285782875E0;-8.517206647E-3;1.275451660E0;3.002315462E-1
3.297703187E0;-3.822096586E-1;6.749886274E-1;2.395464331E-1
3.309606312E0;-8.432034850E-1;-1.671501845E-1;1.415985674E-1
3.321517250E0;-1.128529906E0;-4.290542901E-1;3.619812801E-2
3.333429750E0;-1.102978230E0;2.193180770E-1;-1.330813617E-1
3.345340687E0;-9.347634315E-1;1.032711267E0;-3.651752472E-1
3.357253187E0;-8.474620581E-1;1.356365204E0;-4.971919358E-1
3.369164125E0;-9.006946087E-1;1.011418343E0;-5.940751433E-1
3.381075062E0;-1.782225490E0;4.035026729E-1;-6.100449562E-1
3.392993812E0;-2.545580149E0;-6.611481905E-1;-7.495141625E-1
3.404898500E0;-2.527481079E0;-1.410662413E0;-8.346862793E-1
3.416812562E0;-2.082457066E0;-2.227249622E0;-8.804662228E-1
3.428721937E0;-1.717281818E0;-2.754251719E0;-8.783369660E-1
3.440632875E0;-1.550131679E0;-2.577519655E0;-7.463202477E-1
3.452545375E0;-1.519256711E0;-1.779031515E0;-5.525537729E-1
3.464465687E0;-1.393628001E0;-1.276516318E0;-4.322482347E-1
3.476371937E0;-1.134917736E0;-1.258417249E0;-3.694338500E-1
3.488279750E0;-1.035905242E0;-1.231801033E0;-4.098905623E-1
3.500190687E0;-1.338266134E0;-1.227542400E0;-6.387904882E-1
3.512103187E0;-1.528838634E0;-1.573553920E0;-7.867769599E-1
3.524014125E0;-1.483058572E0;-2.071810484E0;-7.559021115E-1
3.535926625E0;-1.404274464E0;-2.141012907E0;-7.101221085E-1
3.547837562E0;-1.192408919E0;-2.454020262E0;-6.973463297E-1
3.559748500E0;-9.038885832E-1;-2.704213142E0;-5.898165703E-1
3.571673500E0;-7.218332887E-1;-2.663756371E0;-4.184077680E-1
3.583571937E0;-6.707300544E-1;-2.211279869E0;-2.459343374E-1
3.595484437E0;-6.835058331E-1;-1.908918977E0;-1.948311031E-1
3.607395375E0;-6.143035293E-1;-1.978121281E0;-1.362753063E-1
3.619306312E0;-5.855579376E-1;-1.898272395E0;-1.618269235E-1
3.631218812E0;-4.822868407E-1;-1.862074375E0;-7.984881103E-2
3.643129750E0;-3.704984784E-1;-1.716217160E0;8.091346174E-2
3.655053187E0;-2.927789688E-1;-1.560778141E0;2.693566680E-1
3.666953187E0;-1.543743759E-1;-1.748156667E0;4.226663709E-1
3.678865687E0;1.064650831E-3;-2.251736641E0;4.535412490E-1
3.690804750E0;6.920230389E-2;-2.748928547E0;4.013733566E-1
3.702687562E0;3.939208016E-2;-3.047030687E0;3.396236300E-1
3.714600062E0;1.277581044E-2;-3.188629150E0;2.853264213E-1
3.726511000E0;4.577998444E-2;-3.349391460E0;2.810678184E-1
3.738423500E0;2.661627159E-2;-3.146043301E0;3.811450005E-1
3.750334437E0;-4.790928960E-2;-2.620105743E0;4.737696350E-1
3.762246937E0;-3.406882659E-2;-2.145271540E0;4.993212521E-1
3.774157875E0;1.277581006E-1;-2.014319420E0;4.556705654E-1
3.786070375E0;2.288999259E-1;-2.100556135E0;4.247956872E-1
3.797981312E0;2.139948159E-1;-2.188922167E0;3.673045337E-1
3.809898500E0;1.980250627E-1;-2.304969072E0;3.875329196E-1
3.821804750E0;1.565036774E-1;-2.203827143E0;3.971147537E-1
3.833715687E0;1.788613349E-1;-1.972797990E0;4.450240433E-1
