"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
5.971682250E0;6.655880809E-1;-1.264976501E1;-6.871358752E-1
5.982096250E0;1.186326981E0;-1.175792408E1;-9.337386489E-1
6.001667250E0;2.142810524E-1;-1.020767879E1;3.160346150E-1
6.012747250E0;-2.262520641E-1;-9.685743332E0;1.132457376E0
6.032269250E0;-6.727706790E-1;-9.156624794E0;1.486799240E0
6.051667250E0;1.148019671E0;-9.047688484E0;9.469067454E-1
6.061762250E0;2.206256866E0;-8.969876289E0;6.931213737E-1
6.081656250E0;2.038662672E0;-8.540117264E0;1.037886381E0
6.101716250E0;1.187524080E0;-6.544550419E0;7.661445141E-1
6.113090250E0;6.524199843E-1;-4.143166065E0;7.721300721E-1
6.131603250E0;-2.525882721E-1;-3.708618402E0;9.289502501E-1
6.145803250E0;-2.108094692E0;-3.541024208E0;1.329979062E0
6.162087250E0;-2.244564056E0;-4.094084740E0;1.233013868E0
6.182282250E0;-1.161187768E0;-4.141968727E0;1.510741234E0
6.201594250E0;3.531447649E-1;-4.241328239E0;5.291185975E-1
6.221557250E0;1.581370234E0;-4.381389141E0;-1.452083349E0
6.231563250E0;1.315613866E0;-4.689043999E0;-2.576161146E0
6.241613250E0;3.854664862E-1;-5.348646641E0;-4.538209438E0
6.251681250E0;-8.044517636E-1;-6.616376400E0;-6.776787758E0
6.271597250E0;-3.336320162E0;-1.129225254E1;-9.451110840E0
6.291570250E0;-4.629189014E0;-1.716044044E1;-9.396044731E0
6.303518250E0;-4.533421040E0;-2.045246887E1;-8.688557625E0
6.321585250E0;-4.226963043E0;-1.783081627E1;-1.057399178E1
6.341572250E0;-3.664325714E0;-9.125499725E0;-5.815515995E0
6.352948250E0;-2.018311977E0;-6.865373611E0;-3.954024076E0
6.373407250E0;-2.707842112E0;-6.320692539E0;-7.661445141E-1
6.391573250E0;-5.427655220E0;-1.036809063E1;8.200140595E-1
6.401600250E0;-6.105214119E0;-1.174954510E1;1.483207941E0
6.421575250E0;-5.604825974E0;-1.373314095E1;2.047042400E-1
6.441637250E0;-3.201047659E0;-1.302924538E1;4.908113554E-2
6.453318250E0;-2.279279947E0;-1.257793903E1;-2.527079821E0
6.471893250E0;3.278859138E0;-7.417236805E0;4.080916882E0
6.491559250E0;3.062183857E0;-4.894945145E0;5.006275654E0
6.501653250E0;3.166331768E0;-4.971560001E0;2.846705914E0
